N,M,k,smart,sat,restarts,conflicts,decisions,conflict_literals,propagations,cpu_time,clauses,variables,timeout
8,102,0,True,True,7,957,1761,17555,157165,0.016,29304,4096,False
7,308,0,False,True,1,0,1,0,2401,0.0,824,2401,False
4,38,3,True,True,1,0,1,0,256,0.0,218,256,False
6,194,3,False,True,1,0,1,0,1296,0.0,388,1296,False
8,460,4,False,True,1,0,1,0,4096,0.004,1592,4096,False
4,32,2,True,True,1,0,1,0,256,0.0,309,256,False
7,308,4,False,True,1,0,1,0,2401,0.0,804,2401,False
5,75,1,True,True,1,0,1,0,625,0.0,676,625,False
7,137,0,True,True,1,0,1,0,2401,0.0,7666,2401,False
9,72,1,True,,,,,,,,,,True
3,8,3,True,True,1,0,1,0,81,0.0,119,81,False
7,137,1,True,True,1,0,1,0,2401,0.0,7437,2401,False
6,108,3,False,True,1,0,1,0,1296,0.0,2400,1296,False
7,308,1,True,True,1,0,1,0,2401,0.0,822,2401,False
6,172,1,True,True,1,0,1,0,1296,0.0,778,1296,False
5,62,3,True,True,1,0,1,0,625,0.0,1015,625,False
6,64,3,True,True,1,0,5,0,1296,0.0,4795,1296,False
3,10,1,False,True,1,0,1,0,81,0.0,96,81,False
7,102,2,True,True,1,0,1,0,2401,0.0,10145,2401,False
8,256,1,True,True,1,0,1,0,4096,0.0,10650,4096,False
8,153,3,False,True,1,0,2,0,4096,0.004,20570,4096,False
8,204,1,True,True,1,0,1,0,4096,0.004,14831,4096,False
6,172,4,False,True,1,0,1,0,1296,0.0,822,1296,False
4,12,0,False,True,1,0,3,0,256,0.0,853,256,False
5,50,3,False,True,1,0,1,0,625,0.0,1370,625,False
4,12,4,True,True,1,0,2,0,256,0.0,841,256,False
8,153,1,True,True,1,0,1,0,4096,0.004,20344,4096,False
8,51,2,True,,,,,,,,,,True
7,274,4,True,True,1,0,1,0,2401,0.0,1685,2401,False
8,51,3,False,,,,,,,,,,True
4,19,4,True,True,1,0,1,0,256,0.0,561,256,False
7,171,0,True,True,1,0,1,0,2401,0.0,5522,2401,False
7,102,3,True,True,1,0,1,0,2401,0.0,10439,2401,False
4,57,1,True,True,1,0,1,0,256,0.0,49,256,False
7,68,3,False,True,1,47,88,668,8920,0.004,22403,2401,False
6,172,0,True,True,1,0,1,0,1296,0.0,866,1296,False
4,57,4,False,True,1,0,1,0,256,0.0,51,256,False
8,460,3,True,True,1,0,1,0,4096,0.0,1573,4096,False
6,64,2,True,True,1,0,1,0,1296,0.0,4625,1296,False
7,308,2,True,True,1,0,1,0,2401,0.0,802,2401,False
6,194,0,True,True,1,0,1,0,1296,0.0,364,1296,False
6,151,2,True,True,1,0,1,0,1296,0.0,1239,1296,False
9,656,4,True,True,1,0,1,0,6561,0.004,2820,6561,False
7,171,2,False,True,1,0,1,0,2401,0.004,5365,2401,False
8,358,1,True,True,1,0,1,0,4096,0.0,5329,4096,False
6,129,1,False,True,1,0,1,0,1296,0.0,1826,1296,False
6,86,2,True,True,1,0,1,0,1296,0.0,3436,1296,False
6,86,1,False,True,1,0,1,0,1296,0.0,3282,1296,False
5,100,2,True,True,1,0,1,0,625,0.0,288,625,False
5,50,0,True,True,1,0,1,0,625,0.0,1309,625,False
6,151,0,True,True,1,0,1,0,1296,0.0,1253,1296,False
9,218,3,True,True,1,0,1,0,6561,0.008,37123,6561,False
4,25,2,False,True,1,0,1,0,256,0.0,443,256,False
3,18,3,True,True,1,0,1,0,81,0.0,40,81,False
3,24,3,False,True,1,0,1,0,81,0.0,12,81,False
7,171,1,False,True,1,0,1,0,2401,0.004,5596,2401,False
3,18,1,True,True,1,0,1,0,81,0.0,41,81,False
9,218,1,True,True,1,0,1,0,6561,0.008,36935,6561,False
5,12,4,True,True,1,1,17,4,650,0.0,3800,625,False
3,5,1,False,True,1,0,1,0,81,0.0,169,81,False
4,57,0,False,True,1,0,1,0,256,0.0,51,256,False
3,13,3,False,True,1,0,1,0,81,0.0,74,81,False
4,57,3,True,True,1,0,1,0,256,0.0,51,256,False
5,75,4,True,True,1,0,1,0,625,0.0,724,625,False
6,108,2,False,True,1,0,1,0,1296,0.0,2534,1296,False
6,172,1,False,True,1,0,1,0,1296,0.0,778,1296,False
9,218,4,True,True,1,0,1,0,6561,0.008,37185,6561,False
5,12,1,True,True,1,49,72,919,5527,0.0,3771,625,False
7,137,0,False,True,1,0,1,0,2401,0.004,7666,2401,False
9,72,2,True,,,,,,,,,,True
3,2,4,False,True,1,0,3,0,81,0.0,529,81,False
8,307,0,True,True,1,0,1,0,4096,0.004,7826,4096,False
5,62,3,False,True,1,0,1,0,625,0.0,1015,625,False
6,21,1,False,True,255,90081,131379,3793665,13198473,4.508,16610,1296,False
4,25,1,False,True,1,0,1,0,256,0.0,437,256,False
4,19,0,False,True,1,0,1,0,256,0.0,584,256,False
3,10,2,False,True,1,0,1,0,81,0.0,106,81,False
9,218,0,False,True,1,6,12,25,7877,0.012,45781,6561,False
7,137,1,False,True,1,0,1,0,2401,0.004,7437,2401,False
4,32,1,True,True,1,0,1,0,256,0.0,340,256,False
8,409,0,False,True,1,0,1,0,4096,0.004,3351,4096,False
3,21,2,False,True,1,0,1,0,81,0.0,26,81,False
6,194,0,False,True,1,0,1,0,1296,0.0,364,1296,False
4,6,0,True,True,1,0,11,0,256,0.0,1207,256,False
9,510,2,False,True,1,0,1,0,6561,0.008,9877,6561,False
7,34,0,False,,,,,,,,,,True
9,583,4,False,True,1,0,1,0,6561,0.008,5979,6561,False
4,57,2,True,True,1,0,1,0,256,0.0,51,256,False
3,13,4,False,True,1,0,1,0,81,0.0,73,81,False
6,21,2,False,True,318,118944,170059,5413037,18577170,6.508,16607,1296,False
8,102,1,True,True,31,7899,14961,222409,1514477,0.212,29752,4096,False
7,137,2,False,True,1,0,1,0,2401,0.004,7622,2401,False
3,18,2,False,True,1,0,1,0,81,0.0,40,81,False
4,6,4,False,True,1,1,7,2,312,0.0,2117,256,False
8,102,0,False,True,7,1067,1883,20957,202953,0.024,44310,4096,False
6,43,2,True,True,1,4,18,8,1685,0.0,6804,1296,False
9,510,2,True,True,1,0,1,0,6561,0.004,9877,6561,False
8,256,0,False,True,1,0,1,0,4096,0.008,11132,4096,False
6,194,1,True,True,1,0,1,0,1296,0.0,374,1296,False
3,13,1,True,True,1,0,1,0,81,0.0,71,81,False
4,38,1,True,True,1,0,1,0,256,0.0,261,256,False
5,37,2,True,True,1,0,1,0,625,0.0,1865,625,False
6,172,2,True,True,1,0,1,0,1296,0.0,797,1296,False
3,24,1,True,True,1,0,1,0,81,0.0,12,81,False
7,308,2,False,True,1,0,1,0,2401,0.0,802,2401,False
8,460,4,True,True,1,0,1,0,4096,0.0,1592,4096,False
8,460,2,False,True,1,0,1,0,4096,0.004,1606,4096,False
8,102,3,True,True,3,281,546,4269,44170,0.008,29549,4096,False
5,62,4,True,True,1,0,1,0,625,0.0,1026,625,False
7,308,3,False,True,1,0,1,0,2401,0.0,821,2401,False
8,460,0,False,True,1,0,1,0,4096,0.004,1571,4096,False
8,51,4,True,,,,,,,,,,True
6,129,4,True,True,1,0,1,0,1296,0.0,1837,1296,False
5,100,3,False,True,1,0,1,0,625,0.0,307,625,False
9,364,2,False,True,1,0,1,0,6561,0.008,19678,6561,False
6,194,4,True,True,1,0,1,0,1296,0.0,370,1296,False
4,12,3,False,True,1,0,3,0,256,0.0,1236,256,False
9,437,1,False,True,1,0,1,0,6561,0.008,14002,6561,False
7,240,1,False,True,1,0,1,0,2401,0.0,2640,2401,False
4,12,1,True,True,1,0,2,0,256,0.0,811,256,False
9,510,1,False,True,1,0,1,0,6561,0.008,9859,6561,False
6,43,0,True,True,1,2,14,2,1559,0.0,6803,1296,False
5,112,2,False,True,1,0,1,0,625,0.0,157,625,False
6,108,4,True,True,1,0,1,0,1296,0.0,2437,1296,False
6,194,4,False,True,1,0,1,0,1296,0.0,370,1296,False
9,145,2,True,,,,,,,,,,True
6,43,3,False,True,1,3,9,3,1570,0.0,8791,1296,False
4,44,2,True,True,1,0,1,0,256,0.0,161,256,False
4,51,4,True,True,1,0,1,0,256,0.0,100,256,False
7,274,4,False,True,1,0,1,0,2401,0.0,1685,2401,False
5,25,4,True,True,1,0,1,0,625,0.0,2701,625,False
6,108,3,True,True,1,0,1,0,1296,0.0,2400,1296,False
8,102,3,False,True,3,281,546,4269,44170,0.012,44206,4096,False
4,51,1,True,True,1,0,1,0,256,0.0,108,256,False
9,291,0,False,True,1,0,1,0,6561,0.012,26886,6561,False
7,137,4,False,True,1,0,1,0,2401,0.004,7410,2401,False
7,137,2,True,True,1,0,1,0,2401,0.0,7622,2401,False
4,19,0,True,True,1,0,1,0,256,0.0,584,256,False
4,25,1,True,True,1,0,1,0,256,0.0,437,256,False
7,240,0,True,True,1,0,1,0,2401,0.0,2779,2401,False
4,51,0,False,True,1,0,1,0,256,0.0,126,256,False
3,24,4,True,True,1,0,1,0,81,0.0,14,81,False
3,18,3,False,True,1,0,1,0,81,0.0,40,81,False
3,2,1,False,True,1,0,4,0,81,0.0,530,81,False
8,102,1,False,True,31,7912,15498,214416,1350910,0.224,45064,4096,False
3,8,0,False,True,1,0,1,0,81,0.0,146,81,False
4,44,0,True,True,1,0,1,0,256,0.0,167,256,False
5,62,0,False,True,1,0,1,0,625,0.0,970,625,False
4,6,3,True,True,1,4,11,40,501,0.0,1205,256,False
3,18,4,True,True,1,0,1,0,81,0.0,38,81,False
4,19,2,True,True,1,0,1,0,256,0.0,561,256,False
3,13,2,False,True,1,0,1,0,81,0.0,76,81,False
8,51,1,True,,,,,,,,,,True
7,34,1,True,,,,,,,,,,True
5,25,0,True,True,1,0,1,0,625,0.0,2420,625,False
9,291,4,False,True,1,0,1,0,6561,0.012,26949,6561,False
6,194,3,True,True,1,0,1,0,1296,0.0,388,1296,False
9,656,0,False,True,1,0,1,0,6561,0.008,2873,6561,False
7,34,3,True,,,,,,,,,,True
9,583,4,True,True,1,0,1,0,6561,0.004,5979,6561,False
8,256,4,False,True,1,0,1,0,4096,0.004,11111,4096,False
5,12,1,False,True,1,49,72,919,5527,0.0,6625,625,False
7,240,1,True,True,1,0,1,0,2401,0.0,2640,2401,False
5,12,0,True,True,1,23,58,316,2851,0.0,3823,625,False
4,44,1,False,True,1,0,1,0,256,0.0,183,256,False
3,5,3,True,True,1,0,1,0,81,0.0,199,81,False
3,10,3,True,True,1,0,1,0,81,0.0,101,81,False
8,358,2,True,True,1,0,1,0,4096,0.0,5437,4096,False
8,358,4,True,True,1,0,1,0,4096,0.0,5333,4096,False
4,44,0,False,True,1,0,1,0,256,0.0,167,256,False
5,62,2,False,True,1,0,1,0,625,0.0,1048,625,False
9,510,4,True,True,1,0,1,0,6561,0.004,9581,6561,False
4,6,2,False,True,1,8,15,25,660,0.0,2047,256,False
5,37,0,False,True,1,0,1,0,625,0.0,1784,625,False
4,19,4,False,True,1,0,1,0,256,0.0,561,256,False
4,51,4,False,True,1,0,1,0,256,0.0,100,256,False
6,172,2,False,True,1,0,1,0,1296,0.0,797,1296,False
8,307,1,False,True,1,0,1,0,4096,0.004,7670,4096,False
3,13,3,True,True,1,0,1,0,81,0.0,74,81,False
9,583,0,True,True,1,0,1,0,6561,0.004,5977,6561,False
7,102,1,True,True,1,0,1,0,2401,0.0,10130,2401,False
3,16,3,True,True,1,0,1,0,81,0.0,51,81,False
8,307,4,False,True,1,0,1,0,4096,0.004,7583,4096,False
5,62,2,True,True,1,0,1,0,625,0.0,1048,625,False
8,307,4,True,True,1,0,1,0,4096,0.004,7583,4096,False
9,437,0,False,True,1,0,1,0,6561,0.008,14320,6561,False
9,656,3,True,True,1,0,1,0,6561,0.004,2810,6561,False
9,291,3,False,True,1,0,1,0,6561,0.012,26767,6561,False
6,151,2,False,True,1,0,1,0,1296,0.0,1239,1296,False
8,307,2,False,True,1,0,1,0,4096,0.004,7730,4096,False
9,437,0,True,True,1,0,1,0,6561,0.004,14320,6561,False
3,5,0,True,True,1,0,1,0,81,0.0,172,81,False
6,21,0,False,True,51,11775,21041,505469,1648547,0.38,16618,1296,False
7,68,3,True,True,1,47,88,668,8920,0.004,15155,2401,False
5,12,0,False,True,1,23,58,316,2851,0.0,6723,625,False
3,16,2,False,True,1,0,1,0,81,0.0,55,81,False
9,583,1,True,True,1,0,1,0,6561,0.004,5910,6561,False
3,24,4,False,True,1,0,1,0,81,0.0,14,81,False
5,12,2,False,True,1,26,65,495,3070,0.0,6649,625,False
3,13,0,True,True,1,0,1,0,81,0.0,79,81,False
7,102,1,False,True,1,0,1,0,2401,0.0,10130,2401,False
7,68,1,True,True,3,227,472,2615,33065,0.004,15077,2401,False
7,34,4,True,,,,,,,,,,True
5,100,1,False,True,1,0,1,0,625,0.0,297,625,False
9,437,3,False,True,1,0,1,0,6561,0.008,14200,6561,False
6,21,3,False,True,419,156288,215752,6758271,23858120,9.828,16706,1296,False
4,38,1,False,True,1,0,1,0,256,0.0,261,256,False
6,194,2,True,True,1,0,1,0,1296,0.0,356,1296,False
5,87,4,True,True,1,0,1,0,625,0.0,508,625,False
3,13,1,False,True,1,0,1,0,81,0.0,71,81,False
7,102,2,False,True,1,0,1,0,2401,0.004,10145,2401,False
9,72,0,True,,,,,,,,,,True
9,510,3,False,True,1,0,1,0,6561,0.008,9702,6561,False
5,37,3,True,True,1,0,1,0,625,0.0,1801,625,False
7,205,3,False,True,1,0,1,0,2401,0.0,4120,2401,False
9,364,3,False,True,1,0,1,0,6561,0.008,19882,6561,False
7,240,4,True,True,1,0,1,0,2401,0.0,2728,2401,False
5,50,1,True,True,1,0,1,0,625,0.0,1302,625,False
8,153,0,True,True,1,0,1,0,4096,0.004,20296,4096,False
9,510,0,True,True,1,0,1,0,6561,0.004,9632,6561,False
3,5,2,True,True,1,0,1,0,81,0.0,180,81,False
9,145,0,False,,,,,,,,,,True
7,274,0,False,True,1,0,1,0,2401,0.0,1704,2401,False
6,64,2,False,True,1,0,1,0,1296,0.0,4625,1296,False
7,102,4,False,True,1,0,1,0,2401,0.004,10140,2401,False
4,38,4,False,True,1,0,1,0,256,0.0,234,256,False
4,6,1,False,True,1,0,6,0,256,0.0,1855,256,False
3,16,0,True,True,1,0,1,0,81,0.0,58,81,False
6,86,0,True,True,1,0,1,0,1296,0.0,3348,1296,False
4,51,1,False,True,1,0,1,0,256,0.0,108,256,False
4,44,1,True,True,1,0,1,0,256,0.0,183,256,False
4,19,3,True,True,1,0,1,0,256,0.0,574,256,False
7,68,1,False,True,3,227,472,2615,33065,0.008,22819,2401,False
7,240,0,False,True,1,0,1,0,2401,0.0,2779,2401,False
9,364,3,True,True,1,0,1,0,6561,0.004,19882,6561,False
8,204,0,False,True,1,0,1,0,4096,0.008,14886,4096,False
9,291,0,True,True,1,0,1,0,6561,0.004,26886,6561,False
8,51,0,True,,,,,,,,,,True
3,21,3,False,True,1,0,1,0,81,0.0,26,81,False
5,112,1,True,True,1,0,1,0,625,0.0,147,625,False
6,129,2,True,True,1,0,1,0,1296,0.0,1848,1296,False
7,171,0,False,True,1,0,1,0,2401,0.004,5522,2401,False
3,5,4,True,True,1,0,1,0,81,0.0,161,81,False
8,358,3,False,True,1,0,1,0,4096,0.004,5395,4096,False
8,307,3,True,True,1,0,1,0,4096,0.004,7702,4096,False
3,16,4,False,True,1,0,1,0,81,0.0,53,81,False
6,43,3,True,True,1,3,9,3,1570,0.0,6677,1296,False
5,37,1,True,True,1,0,1,0,625,0.0,1825,625,False
5,87,2,True,True,1,0,1,0,625,0.0,485,625,False
9,291,4,True,True,1,0,1,0,6561,0.008,26949,6561,False
5,25,1,True,True,1,0,1,0,625,0.0,2497,625,False
5,100,1,True,True,1,0,1,0,625,0.0,297,625,False
4,57,3,False,True,1,0,1,0,256,0.0,51,256,False
3,8,0,True,True,1,0,1,0,81,0.0,146,81,False
6,43,0,False,True,1,2,14,2,1559,0.0,9837,1296,False
7,137,4,True,True,1,0,1,0,2401,0.0,7410,2401,False
8,460,0,True,True,1,0,1,0,4096,0.0,1571,4096,False
7,34,1,False,,,,,,,,,,True
9,656,4,False,True,1,0,1,0,6561,0.008,2820,6561,False
3,2,4,True,True,1,0,3,0,81,0.0,282,81,False
4,44,3,True,True,1,0,1,0,256,0.0,170,256,False
7,34,0,True,,,,,,,,,,True
5,100,2,False,True,1,0,1,0,625,0.0,288,625,False
9,437,4,False,True,1,0,1,0,6561,0.008,14026,6561,False
3,21,4,True,True,1,0,1,0,81,0.0,27,81,False
7,171,3,False,True,1,0,1,0,2401,0.0,5340,2401,False
7,205,3,True,True,1,0,1,0,2401,0.0,4120,2401,False
5,12,3,False,True,1,2,26,14,785,0.0,6624,625,False
7,137,3,False,True,1,0,1,0,2401,0.004,7376,2401,False
6,43,1,True,True,1,21,62,132,3699,0.0,6992,1296,False
7,205,2,True,True,1,0,1,0,2401,0.0,3956,2401,False
8,409,2,False,True,1,0,1,0,4096,0.004,3395,4096,False
3,5,0,False,True,1,0,1,0,81,0.0,172,81,False
9,583,3,True,True,1,0,1,0,6561,0.004,6032,6561,False
5,25,4,False,True,1,0,1,0,625,0.0,2701,625,False
8,409,2,True,True,1,0,1,0,4096,0.0,3395,4096,False
7,34,2,False,,,,,,,,,,True
6,43,4,True,True,1,0,3,0,1296,0.0,6354,1296,False
4,12,2,False,True,1,1,8,1,320,0.0,1249,256,False
3,13,2,True,True,1,0,1,0,81,0.0,76,81,False
3,24,2,True,True,1,0,1,0,81,0.0,15,81,False
7,102,0,False,True,1,0,1,0,2401,0.004,10184,2401,False
5,87,3,False,True,1,0,1,0,625,0.0,495,625,False
4,44,3,False,True,1,0,1,0,256,0.0,170,256,False
5,87,0,False,True,1,0,1,0,625,0.0,489,625,False
6,108,0,False,True,1,0,1,0,1296,0.0,2520,1296,False
9,72,1,False,,,,,,,,,,True
7,68,2,False,True,1,26,48,290,4714,0.004,22768,2401,False
7,102,3,False,True,1,0,1,0,2401,0.004,10439,2401,False
6,129,3,False,True,1,0,1,0,1296,0.0,1839,1296,False
5,37,2,False,True,1,0,1,0,625,0.0,1865,625,False
9,656,1,True,True,1,0,1,0,6561,0.004,2809,6561,False
5,112,3,False,True,1,0,1,0,625,0.0,147,625,False
7,274,2,True,True,1,0,1,0,2401,0.0,1734,2401,False
3,21,1,True,True,1,0,1,0,81,0.0,26,81,False
8,204,1,False,True,1,0,1,0,4096,0.008,14831,4096,False
4,51,0,True,True,1,0,1,0,256,0.0,126,256,False
3,2,2,True,True,1,1,5,2,131,0.0,280,81,False
6,172,0,False,True,1,0,1,0,1296,0.0,866,1296,False
9,437,3,True,True,1,0,1,0,6561,0.004,14200,6561,False
3,2,3,False,True,1,0,4,0,81,0.0,498,81,False
6,64,1,True,True,1,0,1,0,1296,0.0,4626,1296,False
9,437,1,True,True,1,0,1,0,6561,0.004,14002,6561,False
9,364,4,True,True,1,0,1,0,6561,0.004,20330,6561,False
8,153,0,False,True,1,0,1,0,4096,0.008,20296,4096,False
4,51,3,True,True,1,0,1,0,256,0.0,104,256,False
3,13,4,True,True,1,0,1,0,81,0.0,73,81,False
4,57,4,True,True,1,0,1,0,256,0.0,51,256,False
5,112,4,True,True,1,0,1,0,625,0.0,159,625,False
8,460,1,False,True,1,0,1,0,4096,0.004,1553,4096,False
3,21,3,True,True,1,0,1,0,81,0.0,26,81,False
8,358,2,False,True,1,0,1,0,4096,0.004,5437,4096,False
4,32,4,True,True,1,0,1,0,256,0.0,330,256,False
4,19,3,False,True,1,0,1,0,256,0.0,574,256,False
8,460,2,True,True,1,0,1,0,4096,0.0,1606,4096,False
